CategoryTreeItem,CategoryTreeItem 2,CategoryTreeItem href,CategoryTreeItem 3
‎,Camarines Norte Agta language,https://en.wiktionary.org/wiki/Category:Camarines_Norte_Agta_language,"(3 c, 0 e)"
‎,Cameroon Mambila language,https://en.wiktionary.org/wiki/Category:Cameroon_Mambila_language,(0 e)
‎,Cameroon Pidgin language,https://en.wiktionary.org/wiki/Category:Cameroon_Pidgin_language,"(6 c, 0 e)"
‎,Camsá language,https://en.wiktionary.org/wiki/Category:Cams%C3%A1_language,"(1 c, 1 e)"
‎,Camtho language,https://en.wiktionary.org/wiki/Category:Camtho_language,"(1 c, 0 e)"
‎,Camunic language,https://en.wiktionary.org/wiki/Category:Camunic_language,"(1 c, 0 e)"
‎,Candoshi-Shapra language,https://en.wiktionary.org/wiki/Category:Candoshi-Shapra_language,"(1 c, 2 e)"
‎,Canela language,https://en.wiktionary.org/wiki/Category:Canela_language,"(8 c, 0 e)"
‎,Canichana language,https://en.wiktionary.org/wiki/Category:Canichana_language,"(1 c, 1 e)"
‎,Cantonese language,https://en.wiktionary.org/wiki/Category:Cantonese_language,"(14 c, 2 e)"
‎,Caolan language,https://en.wiktionary.org/wiki/Category:Caolan_language,(0 e)
‎,Capiznon language,https://en.wiktionary.org/wiki/Category:Capiznon_language,"(6 c, 0 e)"
‎,Cappadocian Greek language,https://en.wiktionary.org/wiki/Category:Cappadocian_Greek_language,"(8 c, 0 e)"
‎,Car Nicobarese language,https://en.wiktionary.org/wiki/Category:Car_Nicobarese_language,"(4 c, 0 e)"
‎,Cara language,https://en.wiktionary.org/wiki/Category:Cara_language,"(1 c, 0 e)"
‎,Carabayo language,https://en.wiktionary.org/wiki/Category:Carabayo_language,"(1 c, 1 e)"
‎,Caranqui language,https://en.wiktionary.org/wiki/Category:Caranqui_language,"(1 c, 0 e)"
‎,Carapana language,https://en.wiktionary.org/wiki/Category:Carapana_language,"(2 c, 0 e)"
‎,Carian language,https://en.wiktionary.org/wiki/Category:Carian_language,"(6 c, 0 e)"
‎,Cariay language,https://en.wiktionary.org/wiki/Category:Cariay_language,"(1 c, 0 e)"
‎,Caribbean Hindustani language,https://en.wiktionary.org/wiki/Category:Caribbean_Hindustani_language,"(8 c, 0 e)"
‎,Carijona language,https://en.wiktionary.org/wiki/Category:Carijona_language,"(2 c, 0 e)"
‎,Carolina Algonquian language,https://en.wiktionary.org/wiki/Category:Carolina_Algonquian_language,"(1 c, 0 e)"
‎,Carolinian language,https://en.wiktionary.org/wiki/Category:Carolinian_language,"(5 c, 0 e)"
‎,Carpathian Romani language,https://en.wiktionary.org/wiki/Category:Carpathian_Romani_language,"(7 c, 0 e)"
‎,Carrier language,https://en.wiktionary.org/wiki/Category:Carrier_language,"(5 c, 0 e)"
‎,Cashibo-Cacataibo language,https://en.wiktionary.org/wiki/Category:Cashibo-Cacataibo_language,"(1 c, 0 e)"
‎,Cashinahua language,https://en.wiktionary.org/wiki/Category:Cashinahua_language,"(1 c, 0 e)"
‎,Casiguran Dumagat Agta language,https://en.wiktionary.org/wiki/Category:Casiguran_Dumagat_Agta_language,"(6 c, 0 e)"
‎,Catacao language,https://en.wiktionary.org/wiki/Category:Catacao_language,"(1 c, 1 e)"
‎,Catalan language,https://en.wiktionary.org/wiki/Category:Catalan_language,"(25 c, 2 e)"
‎,Catalan Sign Language,https://en.wiktionary.org/wiki/Category:Catalan_Sign_Language,(0 e)
‎,Catawba language,https://en.wiktionary.org/wiki/Category:Catawba_language,"(8 c, 0 e)"
‎,Catuquinaru language,https://en.wiktionary.org/wiki/Category:Catuquinaru_language,"(2 c, 0 e)"
‎,Catío Chibcha language,https://en.wiktionary.org/wiki/Category:Cat%C3%ADo_Chibcha_language,"(1 c, 0 e)"
‎,Cavere language,https://en.wiktionary.org/wiki/Category:Cavere_language,"(1 c, 0 e)"
‎,Cavineña language,https://en.wiktionary.org/wiki/Category:Cavine%C3%B1a_language,"(1 c, 0 e)"
‎,Cayubaba language,https://en.wiktionary.org/wiki/Category:Cayubaba_language,"(1 c, 0 e)"
‎,Cayuga language,https://en.wiktionary.org/wiki/Category:Cayuga_language,"(8 c, 0 e)"
‎,Cayuse language,https://en.wiktionary.org/wiki/Category:Cayuse_language,(1 e)
‎,Cazcan language,https://en.wiktionary.org/wiki/Category:Cazcan_language,"(4 c, 0 e)"
‎,Cañari language,https://en.wiktionary.org/wiki/Category:Ca%C3%B1ari_language,"(1 c, 0 e)"
‎,Cebaara Senoufo language,https://en.wiktionary.org/wiki/Category:Cebaara_Senoufo_language,"(1 c, 0 e)"
‎,Cebuano language,https://en.wiktionary.org/wiki/Category:Cebuano_language,"(23 c, 1 e)"
‎,Celtiberian language,https://en.wiktionary.org/wiki/Category:Celtiberian_language,"(6 c, 0 e)"
‎,Cemuhî language,https://en.wiktionary.org/wiki/Category:Cemuh%C3%AE_language,"(2 c, 0 e)"
‎,Central Asmat language,https://en.wiktionary.org/wiki/Category:Central_Asmat_language,"(1 c, 0 e)"
‎,Central Atlas Tamazight language,https://en.wiktionary.org/wiki/Category:Central_Atlas_Tamazight_language,"(14 c, 1 e)"
‎,Central Bai language,https://en.wiktionary.org/wiki/Category:Central_Bai_language,"(5 c, 1 e)"
‎,Central Bontoc language,https://en.wiktionary.org/wiki/Category:Central_Bontoc_language,"(8 c, 0 e)"
‎,Central Cagayan Agta language,https://en.wiktionary.org/wiki/Category:Central_Cagayan_Agta_language,"(4 c, 0 e)"
‎,Central Dusun language,https://en.wiktionary.org/wiki/Category:Central_Dusun_language,"(8 c, 0 e)"
‎,Central Franconian language,https://en.wiktionary.org/wiki/Category:Central_Franconian_language,"(16 c, 0 e)"
‎,Central Grebo language,https://en.wiktionary.org/wiki/Category:Central_Grebo_language,(0 e)
‎,Central Huasteca Nahuatl language,https://en.wiktionary.org/wiki/Category:Central_Huasteca_Nahuatl_language,"(9 c, 0 e)"
‎,Central Kurdish language,https://en.wiktionary.org/wiki/Category:Central_Kurdish_language,"(15 c, 1 e)"
‎,Central Mahuatlán Zapoteco language,https://en.wiktionary.org/wiki/Category:Central_Mahuatl%C3%A1n_Zapoteco_language,"(2 c, 0 e)"
‎,Central Malay language,https://en.wiktionary.org/wiki/Category:Central_Malay_language,"(6 c, 0 e)"
‎,Central Masela language,https://en.wiktionary.org/wiki/Category:Central_Masela_language,"(1 c, 0 e)"
‎,Central Mazahua language,https://en.wiktionary.org/wiki/Category:Central_Mazahua_language,"(7 c, 0 e)"
‎,Central Melanau language,https://en.wiktionary.org/wiki/Category:Central_Melanau_language,"(6 c, 0 e)"
‎,Central Nahuatl language,https://en.wiktionary.org/wiki/Category:Central_Nahuatl_language,"(10 c, 0 e)"
‎,Central Nicobarese language,https://en.wiktionary.org/wiki/Category:Central_Nicobarese_language,"(3 c, 0 e)"
‎,Central Ojibwa language,https://en.wiktionary.org/wiki/Category:Central_Ojibwa_language,"(1 c, 0 e)"
‎,Central Palawano language,https://en.wiktionary.org/wiki/Category:Central_Palawano_language,(0 e)
‎,Central Pomo language,https://en.wiktionary.org/wiki/Category:Central_Pomo_language,"(2 c, 0 e)"
‎,Central Puebla Nahuatl language,https://en.wiktionary.org/wiki/Category:Central_Puebla_Nahuatl_language,"(2 c, 0 e)"
‎,Central Sama language,https://en.wiktionary.org/wiki/Category:Central_Sama_language,"(4 c, 0 e)"
‎,Central Siberian Yupik language,https://en.wiktionary.org/wiki/Category:Central_Siberian_Yupik_language,"(3 c, 0 e)"
‎,Central Sierra Miwok language,https://en.wiktionary.org/wiki/Category:Central_Sierra_Miwok_language,"(7 c, 0 e)"
‎,Central Subanen language,https://en.wiktionary.org/wiki/Category:Central_Subanen_language,"(2 c, 0 e)"
‎,Central Tagbanwa language,https://en.wiktionary.org/wiki/Category:Central_Tagbanwa_language,"(6 c, 0 e)"
‎,Central Tarahumara language,https://en.wiktionary.org/wiki/Category:Central_Tarahumara_language,"(7 c, 0 e)"
‎,Central Teke language,https://en.wiktionary.org/wiki/Category:Central_Teke_language,"(1 c, 0 e)"
‎,Central Tunebo language,https://en.wiktionary.org/wiki/Category:Central_Tunebo_language,"(1 c, 0 e)"
‎,Centúúm language,https://en.wiktionary.org/wiki/Category:Cent%C3%BA%C3%BAm_language,(1 e)
‎,Ch'orti' language,https://en.wiktionary.org/wiki/Category:Ch%27orti%27_language,"(7 c, 0 e)"
‎,Chaap Wuurong language,https://en.wiktionary.org/wiki/Category:Chaap_Wuurong_language,"(3 c, 0 e)"
‎,Chachi language,https://en.wiktionary.org/wiki/Category:Chachi_language,"(8 c, 0 e)"
‎,Chadian Arabic language,https://en.wiktionary.org/wiki/Category:Chadian_Arabic_language,"(2 c, 0 e)"
‎,Chadian Sign Language,https://en.wiktionary.org/wiki/Category:Chadian_Sign_Language,(0 e)
‎,Chadong language,https://en.wiktionary.org/wiki/Category:Chadong_language,"(6 c, 0 e)"
‎,Chagatai language,https://en.wiktionary.org/wiki/Category:Chagatai_language,"(11 c, 0 e)"
‎,Chaha language,https://en.wiktionary.org/wiki/Category:Chaha_language,"(3 c, 0 e)"
‎,Chaima language,https://en.wiktionary.org/wiki/Category:Chaima_language,"(4 c, 0 e)"
‎,Chairel language,https://en.wiktionary.org/wiki/Category:Chairel_language,"(1 c, 0 e)"
‎,Chak language,https://en.wiktionary.org/wiki/Category:Chak_language,"(1 c, 0 e)"
‎,Chakma language,https://en.wiktionary.org/wiki/Category:Chakma_language,"(6 c, 0 e)"
‎,Chaldean Neo-Aramaic language,https://en.wiktionary.org/wiki/Category:Chaldean_Neo-Aramaic_language,"(2 c, 0 e)"
‎,Chali language,https://en.wiktionary.org/wiki/Category:Chali_language,"(2 c, 0 e)"
‎,Chamacoco language,https://en.wiktionary.org/wiki/Category:Chamacoco_language,"(1 c, 1 e)"
‎,Chamalal language,https://en.wiktionary.org/wiki/Category:Chamalal_language,"(3 c, 0 e)"
‎,Chamba Daka language,https://en.wiktionary.org/wiki/Category:Chamba_Daka_language,"(2 c, 0 e)"
‎,Chambeali language,https://en.wiktionary.org/wiki/Category:Chambeali_language,"(3 c, 0 e)"
‎,Chambri language,https://en.wiktionary.org/wiki/Category:Chambri_language,"(1 c, 0 e)"
‎,Chamicuro language,https://en.wiktionary.org/wiki/Category:Chamicuro_language,"(6 c, 0 e)"
‎,Chamling language,https://en.wiktionary.org/wiki/Category:Chamling_language,"(1 c, 0 e)"
‎,Chamorro language,https://en.wiktionary.org/wiki/Category:Chamorro_language,"(14 c, 0 e)"
‎,Champenois language,https://en.wiktionary.org/wiki/Category:Champenois_language,"(4 c, 0 e)"
‎,Chang language,https://en.wiktionary.org/wiki/Category:Chang_language,"(1 c, 0 e)"
‎,Chaná language,https://en.wiktionary.org/wiki/Category:Chan%C3%A1_language,(1 e)
‎,Chané language,https://en.wiktionary.org/wiki/Category:Chan%C3%A9_language,(0 e)
‎,Chapacura language,https://en.wiktionary.org/wiki/Category:Chapacura_language,"(1 c, 0 e)"
‎,Chara language,https://en.wiktionary.org/wiki/Category:Chara_language,"(1 c, 0 e)"
‎,Charrua language,https://en.wiktionary.org/wiki/Category:Charrua_language,"(1 c, 0 e)"
‎,Chaudangsi language,https://en.wiktionary.org/wiki/Category:Chaudangsi_language,"(2 c, 0 e)"
‎,Chaura language,https://en.wiktionary.org/wiki/Category:Chaura_language,"(1 c, 0 e)"
‎,Chavacano language,https://en.wiktionary.org/wiki/Category:Chavacano_language,"(7 c, 0 e)"
‎,Chayahuita language,https://en.wiktionary.org/wiki/Category:Chayahuita_language,"(1 c, 0 e)"
‎,Chayuco Mixtec language,https://en.wiktionary.org/wiki/Category:Chayuco_Mixtec_language,"(7 c, 0 e)"
‎,Chechen language,https://en.wiktionary.org/wiki/Category:Chechen_language,"(16 c, 4 e)"
‎,Cheke Holo language,https://en.wiktionary.org/wiki/Category:Cheke_Holo_language,"(1 c, 0 e)"
‎,Chenchu language,https://en.wiktionary.org/wiki/Category:Chenchu_language,(0 e)
‎,Chenoua language,https://en.wiktionary.org/wiki/Category:Chenoua_language,"(2 c, 0 e)"
‎,Chepang language,https://en.wiktionary.org/wiki/Category:Chepang_language,"(3 c, 1 e)"
‎,Cherokee language,https://en.wiktionary.org/wiki/Category:Cherokee_language,"(15 c, 1 e)"
‎,Chewong language,https://en.wiktionary.org/wiki/Category:Chewong_language,"(2 c, 0 e)"
‎,Cheyenne language,https://en.wiktionary.org/wiki/Category:Cheyenne_language,"(9 c, 0 e)"
‎,Chhattisgarhi language,https://en.wiktionary.org/wiki/Category:Chhattisgarhi_language,"(6 c, 0 e)"
‎,Chiangmai Sign Language,https://en.wiktionary.org/wiki/Category:Chiangmai_Sign_Language,(0 e)
‎,Chibcha language,https://en.wiktionary.org/wiki/Category:Chibcha_language,"(6 c, 0 e)"
‎,Chicahuaxtla Triqui language,https://en.wiktionary.org/wiki/Category:Chicahuaxtla_Triqui_language,"(6 c, 0 e)"
‎,Chichewa language,https://en.wiktionary.org/wiki/Category:Chichewa_language,"(16 c, 1 e)"
‎,Chichicapan Zapotec language,https://en.wiktionary.org/wiki/Category:Chichicapan_Zapotec_language,"(4 c, 0 e)"
‎,Chichimeca-Jonaz language,https://en.wiktionary.org/wiki/Category:Chichimeca-Jonaz_language,"(2 c, 0 e)"
‎,Chickasaw language,https://en.wiktionary.org/wiki/Category:Chickasaw_language,"(11 c, 0 e)"
‎,Chilcotin language,https://en.wiktionary.org/wiki/Category:Chilcotin_language,"(1 c, 0 e)"
‎,Chilean Sign Language,https://en.wiktionary.org/wiki/Category:Chilean_Sign_Language,"(4 c, 0 e)"
‎,Chilisso language,https://en.wiktionary.org/wiki/Category:Chilisso_language,"(1 c, 0 e)"
‎,Chimalapa Zoque language,https://en.wiktionary.org/wiki/Category:Chimalapa_Zoque_language,"(3 c, 0 e)"
‎,Chimariko language,https://en.wiktionary.org/wiki/Category:Chimariko_language,"(1 c, 1 e)"
‎,Chimila language,https://en.wiktionary.org/wiki/Category:Chimila_language,"(1 c, 0 e)"
‎,Chimwiini language,https://en.wiktionary.org/wiki/Category:Chimwiini_language,"(2 c, 0 e)"
‎,Chinali language,https://en.wiktionary.org/wiki/Category:Chinali_language,"(4 c, 0 e)"
‎,Chinese language,https://en.wiktionary.org/wiki/Category:Chinese_language,"(25 c, 3 e)"
‎,Chinese Pidgin English language,https://en.wiktionary.org/wiki/Category:Chinese_Pidgin_English_language,"(9 c, 1 e)"
‎,Chinese Sign Language,https://en.wiktionary.org/wiki/Category:Chinese_Sign_Language,(0 e)
‎,Chinook language,https://en.wiktionary.org/wiki/Category:Chinook_language,"(4 c, 1 e)"
‎,Chinook Jargon language,https://en.wiktionary.org/wiki/Category:Chinook_Jargon_language,"(10 c, 0 e)"
‎,Chipaya language,https://en.wiktionary.org/wiki/Category:Chipaya_language,"(1 c, 0 e)"
‎,Chipewyan language,https://en.wiktionary.org/wiki/Category:Chipewyan_language,"(8 c, 0 e)"
‎,Chiquihuitlán Mazatec language,https://en.wiktionary.org/wiki/Category:Chiquihuitl%C3%A1n_Mazatec_language,"(6 c, 0 e)"
‎,Chiquimulilla language,https://en.wiktionary.org/wiki/Category:Chiquimulilla_language,"(2 c, 0 e)"
‎,Chiquitano language,https://en.wiktionary.org/wiki/Category:Chiquitano_language,"(1 c, 1 e)"
‎,Chiricahua language,https://en.wiktionary.org/wiki/Category:Chiricahua_language,"(3 c, 0 e)"
‎,Chirino language,https://en.wiktionary.org/wiki/Category:Chirino_language,"(3 c, 0 e)"
‎,Chitimacha language,https://en.wiktionary.org/wiki/Category:Chitimacha_language,"(3 c, 0 e)"
‎,Chitkuli Kinnauri language,https://en.wiktionary.org/wiki/Category:Chitkuli_Kinnauri_language,"(2 c, 0 e)"
‎,Chittagonian language,https://en.wiktionary.org/wiki/Category:Chittagonian_language,"(2 c, 0 e)"
‎,Chitwania Tharu language,https://en.wiktionary.org/wiki/Category:Chitwania_Tharu_language,"(1 c, 0 e)"
‎,Chiwere language,https://en.wiktionary.org/wiki/Category:Chiwere_language,"(4 c, 0 e)"
‎,Choapan Zapotec language,https://en.wiktionary.org/wiki/Category:Choapan_Zapotec_language,"(4 c, 0 e)"
‎,Chocangaca language,https://en.wiktionary.org/wiki/Category:Chocangaca_language,"(2 c, 0 e)"
‎,Chochotec language,https://en.wiktionary.org/wiki/Category:Chochotec_language,(0 e)
‎,Choctaw language,https://en.wiktionary.org/wiki/Category:Choctaw_language,"(15 c, 0 e)"
‎,Chokwe language,https://en.wiktionary.org/wiki/Category:Chokwe_language,"(3 c, 0 e)"
‎,Chol language,https://en.wiktionary.org/wiki/Category:Chol_language,"(4 c, 0 e)"
‎,Cholón language,https://en.wiktionary.org/wiki/Category:Chol%C3%B3n_language,(2 e)
‎,Chong language,https://en.wiktionary.org/wiki/Category:Chong_language,"(4 c, 0 e)"
‎,Chono language,https://en.wiktionary.org/wiki/Category:Chono_language,"(1 c, 1 e)"
‎,Chopi language,https://en.wiktionary.org/wiki/Category:Chopi_language,"(3 c, 0 e)"
‎,Chrau language,https://en.wiktionary.org/wiki/Category:Chrau_language,"(2 c, 0 e)"
‎,Chru language,https://en.wiktionary.org/wiki/Category:Chru_language,"(4 c, 0 e)"
‎,Chuabo language,https://en.wiktionary.org/wiki/Category:Chuabo_language,"(1 c, 0 e)"
‎,Chuanqiandian Cluster Miao language,https://en.wiktionary.org/wiki/Category:Chuanqiandian_Cluster_Miao_language,"(3 c, 0 e)"
‎,Chuave language,https://en.wiktionary.org/wiki/Category:Chuave_language,"(1 c, 0 e)"
‎,Chuj language,https://en.wiktionary.org/wiki/Category:Chuj_language,"(2 c, 0 e)"
‎,Chuka language,https://en.wiktionary.org/wiki/Category:Chuka_language,"(1 c, 0 e)"
‎,Chukchi language,https://en.wiktionary.org/wiki/Category:Chukchi_language,"(10 c, 0 e)"
‎,Chulym language,https://en.wiktionary.org/wiki/Category:Chulym_language,"(4 c, 2 e)"
‎,Churahi language,https://en.wiktionary.org/wiki/Category:Churahi_language,"(2 c, 0 e)"
‎,Churuya language,https://en.wiktionary.org/wiki/Category:Churuya_language,"(1 c, 0 e)"
‎,Chut language,https://en.wiktionary.org/wiki/Category:Chut_language,"(4 c, 0 e)"
‎,Chuukese language,https://en.wiktionary.org/wiki/Category:Chuukese_language,"(12 c, 0 e)"
‎,Chuvan language,https://en.wiktionary.org/wiki/Category:Chuvan_language,"(1 c, 0 e)"
‎,Chuvash language,https://en.wiktionary.org/wiki/Category:Chuvash_language,"(16 c, 1 e)"
‎,Chácobo language,https://en.wiktionary.org/wiki/Category:Ch%C3%A1cobo_language,"(1 c, 0 e)"
‎,Cia-Cia language,https://en.wiktionary.org/wiki/Category:Cia-Cia_language,"(7 c, 0 e)"
‎,Cibak language,https://en.wiktionary.org/wiki/Category:Cibak_language,"(2 c, 0 e)"
‎,Cicipu language,https://en.wiktionary.org/wiki/Category:Cicipu_language,"(1 c, 0 e)"
‎,Ciguayo language,https://en.wiktionary.org/wiki/Category:Ciguayo_language,"(2 c, 0 e)"
‎,Cimbrian language,https://en.wiktionary.org/wiki/Category:Cimbrian_language,"(16 c, 0 e)"
‎,Cinda-Regi-Tiyal language,https://en.wiktionary.org/wiki/Category:Cinda-Regi-Tiyal_language,"(1 c, 0 e)"
‎,Cineni language,https://en.wiktionary.org/wiki/Category:Cineni_language,"(1 c, 0 e)"
‎,Cinta Larga language,https://en.wiktionary.org/wiki/Category:Cinta_Larga_language,"(3 c, 0 e)"
‎,Ciwogai language,https://en.wiktionary.org/wiki/Category:Ciwogai_language,"(1 c, 0 e)"
‎,Classical Mandaic language,https://en.wiktionary.org/wiki/Category:Classical_Mandaic_language,"(7 c, 0 e)"
‎,Classical Mongolian language,https://en.wiktionary.org/wiki/Category:Classical_Mongolian_language,"(7 c, 1 e)"
‎,Classical Nahuatl language,https://en.wiktionary.org/wiki/Category:Classical_Nahuatl_language,"(25 c, 1 e)"
‎,Classical Newar language,https://en.wiktionary.org/wiki/Category:Classical_Newar_language,"(3 c, 0 e)"
‎,Classical Quechua language,https://en.wiktionary.org/wiki/Category:Classical_Quechua_language,"(5 c, 0 e)"
‎,Classical Syriac language,https://en.wiktionary.org/wiki/Category:Classical_Syriac_language,"(18 c, 1 e)"
‎,Classical Tibetan language,https://en.wiktionary.org/wiki/Category:Classical_Tibetan_language,"(2 c, 0 e)"
‎,Coahuilteco language,https://en.wiktionary.org/wiki/Category:Coahuilteco_language,(1 e)
