,language,source_language,e
1507,georgian,Kazakh‎,1
1507,georgian,Late Latin‎,1
1507,georgian,Latin‎,19
1507,georgian,Malay‎,1
1507,georgian,Middle Armenian‎,7
1507,georgian,Middle Georgian‎,1
1507,georgian,Middle Persian‎,5
1507,georgian,Mingrelian‎,30
1507,georgian,Northeast Caucasian languages‎,2
1507,georgian,Old Armenian‎,59
1507,georgian,Old Georgian‎,4
1507,georgian,Ossetian‎,4
1507,georgian,Ottoman Turkish‎,27
1507,georgian,Persian‎,66
1507,georgian,Russian‎,199
1507,georgian,Spanish‎,1
1507,georgian,substrate languages‎,2
1507,georgian,Translingual‎,2
1507,georgian,Turkic languages‎,2
1507,georgian,Turkish‎,15
1507,georgian,Ukrainian‎,1
1507,georgian,West Frisian‎,1
1510,german,Afrikaans‎,11
1510,german,Albanian‎,3
1510,german,Alemannic German‎,20
1510,german,American English‎,2
1510,german,Ancient Greek‎,127
1510,german,Arabic‎,43
1510,german,Aramaic‎,1
1510,german,Bambara‎,1
1510,german,Bavarian‎,14
1510,german,Belarusian‎,2
1510,german,Biblical Hebrew‎,5
1510,german,Bulgarian‎,2
1510,german,Catalan‎,2
1510,german,Central Franconian‎,10
1510,german,Central Kurdish‎,1
1510,german,Chinese‎,1
1510,german,Czech‎,15
1510,german,Danish‎,10
1510,german,Dutch‎,83
1510,german,East Central German‎,2
1510,german,Ecclesiastical Latin‎,6
1510,german,English‎,1038
1510,german,Esperanto‎,0
1510,german,Faroese‎,1
1510,german,Finnish‎,2
1510,german,French‎,1377
1510,german,Ge'ez‎,1
1510,german,Georgian‎,2
1510,german,German Low German‎,140
1510,german,Gottscheerish‎,1
1510,german,Greek‎,3
1510,german,Guaraní‎,3
1510,german,Hadza‎,2
1510,german,Hawaiian‎,1
1510,german,Hebrew‎,33
1510,german,Herero‎,1
1510,german,Hindi‎,6
1510,german,Hungarian‎,24
1510,german,Icelandic‎,4
1510,german,Indonesian‎,1
1510,german,Inuktitut‎,1
1510,german,Irish‎,1
1510,german,Italian‎,245
1510,german,Japanese‎,24
1510,german,Korean‎,2
1510,german,Kölsch‎,1
1510,german,Ladin‎,1
1510,german,Late Latin‎,55
1510,german,Latin‎,991
1510,german,Latvian‎,2
1510,german,Lithuanian‎,1
1510,german,Lombard‎,2
1510,german,Low German‎,72
1510,german,Lower Sorbian‎,2
1510,german,Luxembourgish‎,1
1510,german,Malay‎,5
1510,german,Mandarin‎,2
1510,german,Marshallese‎,3
1510,german,Medieval Latin‎,58
1510,german,Middle Dutch‎,11
1510,german,Middle French‎,17
1510,german,Middle High German‎,7
1510,german,Middle Low German‎,181
1510,german,Min Nan‎,1
1510,german,New Latin‎,47
1510,german,Norwegian‎,4
1510,german,Norwegian Bokmål‎,1
1510,german,Old Dutch‎,0
1510,german,Old French‎,3
1510,german,Old High German‎,2
1510,german,Old Italian‎,1
1510,german,Old Norse‎,6
1510,german,Old Polish‎,1
1510,german,Old Prussian‎,5
1510,german,Old Tupi‎,3
1510,german,Ottoman Turkish‎,8
1510,german,Persian‎,7
1510,german,Plautdietsch‎,1
1510,german,Polish‎,26
1510,german,Portuguese‎,13
1510,german,Quechua‎,2
1510,german,Quenya‎,1
1510,german,Rhaeto-Romance languages‎,1
1510,german,Rhine Franconian‎,1
1510,german,Romani‎,6
1510,german,Romanian‎,2
1510,german,Romansch‎,1
1510,german,Russian‎,70
1510,german,Rusyn‎,1
1510,german,Sanskrit‎,7
1510,german,Silesian‎,1
1510,german,Slavic languages‎,6
1510,german,Slovak‎,1
1510,german,Slovene‎,6
1510,german,South Slavic languages‎,1
1510,german,Spanish‎,60
1510,german,Sukuma‎,1
1510,german,Swabian‎,1
1510,german,Swahili‎,4
1510,german,Swedish‎,17
1510,german,Switzerland French‎,1
1510,german,Tamil‎,1
1510,german,Telugu‎,1
1510,german,Tibetan‎,1
1510,german,Translingual‎,1
1510,german,Turkish‎,13
1510,german,Ukrainian‎,1
1510,german,Upper Saxon‎,1
1510,german,Upper Sorbian‎,3
1510,german,Urdu‎,3
1510,german,Venetian‎,1
1510,german,Volapük‎,1
1510,german,Vulgar Latin‎,2
1510,german,Welsh‎,2
1510,german,West Frisian‎,1
1510,german,West Slavic languages‎,2
1510,german,Yiddish‎,54
1510,german,Zulu‎,1
1511,german low german,Danish‎,3
1511,german low german,French‎,3
1511,german low german,German‎,1
1511,german low german,Kashubian‎,2
1511,german low german,Old Prussian‎,1
1511,german low german,Polish‎,2
1511,german low german,West Slavic languages‎,1
1511,german low german,Yiddish‎,1
1527,gilbertese,English‎,2
1541,gojri,Classical Persian‎,12
1545,golin,English‎,1
1546,gondi,Sanskrit‎,1
1547,gong,Thai‎,5
1551,gorontalo,Malay‎,1
1553,gothic,Ancient Greek‎,108
1553,gothic,Celtic languages‎,2
1553,gothic,Gaulish‎,1
1553,gothic,Koine Greek‎,13
1553,gothic,Late Latin‎,2
1553,gothic,Latin‎,38
1553,gothic,Proto-Slavic‎,2
1553,gothic,Vulgar Latin‎,3
1554,gottscheerish,Slovene‎,4
1559,greek,Afrikaans‎,1
1559,greek,Albanian‎,12
1559,greek,Ancient Greek‎,142
1559,greek,Arabic‎,6
1559,greek,Armenian‎,2
1559,greek,Azerbaijani‎,1
1559,greek,Byzantine Greek‎,1
1559,greek,Catalan‎,1
1559,greek,Coptic‎,1
1559,greek,Dutch‎,1
1559,greek,Egyptian Arabic‎,21
1559,greek,English‎,165
1559,greek,Esperanto‎,1
1559,greek,Finnish‎,1
1559,greek,French‎,262
1559,greek,German‎,17
1559,greek,Greek‎,0
1559,greek,Hebrew‎,2
1559,greek,Italian‎,180
1559,greek,Japanese‎,3
1559,greek,Koine Greek‎,9
1559,greek,Late Latin‎,2
1559,greek,Latin‎,31
1559,greek,Macedonian‎,1
1559,greek,Medieval Latin‎,2
1559,greek,Neapolitan‎,2
1559,greek,New Latin‎,4
1559,greek,Old Tupi‎,1
1559,greek,Ottoman Turkish‎,118
1559,greek,Persian‎,1
1559,greek,Portuguese‎,2
1559,greek,Proto-Slavic‎,2
1559,greek,Romanian‎,1
1559,greek,Russian‎,5
1559,greek,Sanskrit‎,3
1559,greek,Serbo-Croatian‎,1
1559,greek,Sicilian‎,1
1559,greek,Slavic languages‎,1
1559,greek,South Slavic languages‎,1
1559,greek,Spanish‎,13
1559,greek,Turkish‎,35
1559,greek,Venetian‎,28
1559,greek,Vulgar Latin‎,3
1562,greenlandic,Danish‎,290
1562,greenlandic,English‎,1
1562,greenlandic,Faroese‎,0
1562,greenlandic,French‎,1
1562,greenlandic,Old Norse‎,2
1572,guaraní,Portuguese‎,1
1572,guaraní,Spanish‎,1
1580,guerrero amuzgo,Spanish‎,8
1581,guerrero nahuatl,Spanish‎,2
1587,guinea-bissau creole,Portuguese‎,2
1587,guinea-bissau creole,Spanish‎,2
1590,gujarati,Arabic‎,19
1590,gujarati,Ardhamagadhi Prakrit‎,5
1590,gujarati,Assamese‎,2
1590,gujarati,Balinese‎,2
1590,gujarati,Bengali‎,2
1590,gujarati,Braj‎,1
1590,gujarati,Classical Persian‎,3
1590,gujarati,Classical Sanskrit‎,7
1590,gujarati,Dhivehi‎,2
1590,gujarati,English‎,26
1590,gujarati,French‎,0
1590,gujarati,Haryanvi‎,1
1590,gujarati,Hindi‎,18
1590,gujarati,Japanese‎,3
1590,gujarati,Maithili‎,1
1590,gujarati,Malay‎,2
1590,gujarati,Malayalam‎,2
1590,gujarati,Manipuri‎,1
1590,gujarati,Marathi‎,8
1590,gujarati,Middle Persian‎,1
1590,gujarati,Pali‎,1
1590,gujarati,Persian‎,130
1590,gujarati,Portuguese‎,27
1590,gujarati,Sanskrit‎,393
1590,gujarati,Sikkimese‎,1
1590,gujarati,Swahili‎,13
1590,gujarati,Tamil‎,1
1590,gujarati,Tibetan‎,2
1590,gujarati,Urdu‎,9
1590,gujarati,Welsh‎,1
1594,gulf arabic,Arabic‎,9
1594,gulf arabic,English‎,50
1594,gulf arabic,French‎,9
1594,gulf arabic,Hindi‎,9
1594,gulf arabic,Italian‎,1
1594,gulf arabic,Japanese‎,1
1594,gulf arabic,Kipchak‎,1
1594,gulf arabic,Ottoman Turkish‎,12
1594,gulf arabic,Persian‎,43
1594,gulf arabic,Russian‎,1
1594,gulf arabic,Turkish‎,1
1594,gulf arabic,Urdu‎,5
1599,gun,Yoruba‎,4
1617,guugu yimidhirr,English‎,3
1636,hadza,Sukuma‎,2
1639,haida,Tlingit‎,1
1642,haitian creole,English‎,5
1642,haitian creole,French‎,11
1642,haitian creole,Yoruba‎,1
1645,hajong,Assamese‎,8
1645,hajong,Early Assamese‎,1
1646,hakka,Hokkien‎,2
1646,hakka,Japanese‎,11
1646,hakka,Min Nan‎,0
1654,hani,Chinese‎,1
1658,harari,Arabic‎,10
1658,harari,Cushitic languages‎,2
1658,harari,Ge'ez‎,1
1658,harari,Oromo‎,2
1658,harari,Somali‎,1
1667,hassaniya,French‎,1
1670,hausa,Arabic‎,483
1670,hausa,Benue-Congo languages‎,1
1670,hausa,Berber languages‎,7
1670,hausa,Dazaga‎,1
1670,hausa,English‎,153
1670,hausa,French‎,25
1670,hausa,Fula‎,13
1670,hausa,Kanuri‎,41
1670,hausa,Mande languages‎,1
1670,hausa,Nupe‎,5
1670,hausa,Saharan languages‎,1
1670,hausa,Songhay languages‎,4
1670,hausa,Tamasheq‎,1
1670,hausa,Tayert‎,1
1670,hausa,Tuareg‎,21
1670,hausa,Yoruba‎,17
1676,hawaiian,Ancient Greek‎,9
1676,hawaiian,Cantonese‎,6
1676,hawaiian,English‎,182
1676,hawaiian,French‎,0
1676,hawaiian,Hebrew‎,2
1676,hawaiian,Ilocano‎,2
1676,hawaiian,Inuvialuktun‎,2
1676,hawaiian,Latin‎,2
1676,hawaiian,Maori‎,4
1676,hawaiian,Portuguese‎,4
1676,hawaiian,Proto-Polynesian‎,1
1676,hawaiian,Sinitic languages‎,1
1676,hawaiian,Spanish‎,4
1676,hawaiian,Tahitian‎,1
1676,hawaiian,Tongan‎,1
1677,hawaiian creole,English‎,7
1677,hawaiian creole,Hawaiian‎,7
1677,hawaiian creole,Ilocano‎,1
1677,hawaiian creole,Japanese‎,2
1681,hebrew,Afrikaans‎,1
1681,hebrew,Akkadian‎,17
1681,hebrew,Ancient Greek‎,51
1681,hebrew,Arabic‎,85
1681,hebrew,Aramaic‎,90
1681,hebrew,Armenian‎,2
1681,hebrew,Azerbaijani‎,1
1681,hebrew,Belarusian‎,1
1681,hebrew,Chinese‎,1
1681,hebrew,Classical Syriac‎,1
1681,hebrew,Dutch‎,2
1681,hebrew,Egyptian‎,15
1681,hebrew,English‎,232
1681,hebrew,French‎,17
1681,hebrew,Ge'ez‎,1
1681,hebrew,German‎,24
1681,hebrew,Greek‎,1
1681,hebrew,Iranian languages‎,1
1681,hebrew,Iraqi Arabic‎,1
1681,hebrew,Italian‎,12
1681,hebrew,Japanese‎,10
1681,hebrew,Jewish Babylonian Aramaic‎,11
1681,hebrew,Judeo-Arabic‎,2
1681,hebrew,Ladino‎,1
1681,hebrew,Late Egyptian‎,1
1681,hebrew,Late Latin‎,1
1681,hebrew,Latin‎,22
1681,hebrew,Malay‎,1
1681,hebrew,Middle French‎,1
1681,hebrew,Middle Iranian‎,1
1681,hebrew,Middle Persian‎,2
1681,hebrew,Moroccan Arabic‎,2
1681,hebrew,New Latin‎,3
1681,hebrew,North Levantine Arabic‎,1
1681,hebrew,Old Iranian‎,1
1681,hebrew,Old Persian‎,5
1681,hebrew,Ottoman Turkish‎,1
1681,hebrew,Persian‎,13
1681,hebrew,Philistine‎,3
1681,hebrew,Phoenician‎,1
1681,hebrew,Pitjantjatjara‎,1
1681,hebrew,Polish‎,2
1681,hebrew,Russian‎,25
1681,hebrew,South Levantine Arabic‎,4
1681,hebrew,Spanish‎,8
1681,hebrew,substrate languages‎,2
1681,hebrew,Ugaritic‎,1
1681,hebrew,Undetermined‎,0
1681,hebrew,Yemeni Arabic‎,1
1681,hebrew,Yiddish‎,40
1691,higaonon,Malay‎,2
1691,higaonon,Spanish‎,3
1693,highland popoluca,Nahuan languages‎,6
1693,highland popoluca,Spanish‎,14
1694,highland puebla nahuatl,Spanish‎,8
1695,highland totonac,Highland Puebla Nahuatl‎,1
1695,highland totonac,Nahuan languages‎,2
1695,highland totonac,Spanish‎,5
1696,hijazi arabic,Ancient Greek‎,2
1696,hijazi arabic,Arabic‎,50
1696,hijazi arabic,Cantonese‎,1
1696,hijazi arabic,Central Atlas Tamazight‎,1
1696,hijazi arabic,Coptic‎,1
1696,hijazi arabic,Danish‎,1
1696,hijazi arabic,Egyptian Arabic‎,5
1696,hijazi arabic,English‎,45
1696,hijazi arabic,French‎,51
1696,hijazi arabic,German‎,1
1696,hijazi arabic,Greek‎,1
1696,hijazi arabic,Italian‎,19
1696,hijazi arabic,Japanese‎,2
1696,hijazi arabic,Kanuri‎,1
1696,hijazi arabic,Kipchak‎,1
1696,hijazi arabic,Latin‎,2
1696,hijazi arabic,Malay‎,2
1696,hijazi arabic,Middle Persian‎,1
1696,hijazi arabic,Ottoman Turkish‎,15
1696,hijazi arabic,Persian‎,18
1696,hijazi arabic,Russian‎,2
1696,hijazi arabic,Spanish‎,2
1696,hijazi arabic,Turkish‎,9
1696,hijazi arabic,Venetian‎,1
1696,hijazi arabic,Vietnamese‎,1
1697,hiligaynon,Basque‎,1
1697,hiligaynon,Cebuano‎,2
1697,hiligaynon,English‎,1
1697,hiligaynon,Hokkien‎,3
1697,hiligaynon,Malay‎,6
1697,hiligaynon,Sanskrit‎,1
1697,hiligaynon,Spanish‎,231
1697,hiligaynon,Tagalog‎,3
1700,hindi,Ancient Greek‎,2
1700,hindi,Arabic‎,475
1700,hindi,Aramaic‎,1
1700,hindi,Assamese‎,4
1700,hindi,Baluchi‎,2
1700,hindi,Bazigar‎,1
1700,hindi,Bengali‎,14
1700,hindi,Bhojpuri‎,2
1700,hindi,Braj‎,4
1700,hindi,Burmese‎,1
1700,hindi,Catalan‎,1
1700,hindi,Chagatai‎,6
1700,hindi,Chinese‎,9
1700,hindi,Classical Persian‎,263
1700,hindi,Classical Sanskrit‎,39
1700,hindi,Dhivehi‎,2
1700,hindi,Dogri‎,1
1700,hindi,Dravidian languages‎,4
1700,hindi,English‎,726
1700,hindi,French‎,10
1700,hindi,Gujarati‎,16
1700,hindi,Gulf Arabic‎,1
1700,hindi,Haryanvi‎,1
1700,hindi,Hebrew‎,11
1700,hindi,Indonesian‎,3
1700,hindi,Italian‎,2
1700,hindi,Japanese‎,12
1700,hindi,Javanese‎,2
1700,hindi,Kannada‎,6
1700,hindi,Kashmiri‎,1
1700,hindi,Khasi‎,1
1700,hindi,Konkani‎,3
1700,hindi,Korean‎,3
1700,hindi,Latin‎,1
1700,hindi,Maharastri Prakrit‎,1
1700,hindi,Malay‎,6
1700,hindi,Malayalam‎,3
1700,hindi,Manipuri‎,1
1700,hindi,Marathi‎,27
1700,hindi,Marwari‎,1
1700,hindi,Mizo‎,2
1700,hindi,Munda languages‎,2
1700,hindi,Nepali‎,16
1700,hindi,New Sanskrit‎,14
1700,hindi,Northern Hindko‎,1
1700,hindi,Oriya‎,1
1700,hindi,Ottoman Turkish‎,1
1700,hindi,Pali‎,1
1700,hindi,Pashto‎,3
1700,hindi,Persian‎,1362
1700,hindi,Portuguese‎,48
1700,hindi,Punjabi‎,29
1700,hindi,Rajasthani‎,1
1700,hindi,Russian‎,10
1700,hindi,Sanskrit‎,2977
1700,hindi,Saraiki‎,1
1700,hindi,Sikkimese‎,1
1700,hindi,Sindhi‎,3
1700,hindi,Southern Hindko‎,1
1700,hindi,Spanish‎,2
1700,hindi,Tamil‎,9
1700,hindi,Telugu‎,4
1700,hindi,Thai‎,2
1700,hindi,Tibetan‎,2
1700,hindi,Translingual‎,1
1700,hindi,Turkmen‎,1
1700,hindi,Ukrainian‎,1
1700,hindi,Urdu‎,4
1700,hindi,Uyghur‎,1
1707,hittite,Akkadian‎,1
1707,hittite,Indo-Aryan languages‎,1
1707,hittite,Sumerian‎,2
1710,hlai,Hainanese‎,4
1721,honduran lenca,Latin‎,1
1725,hopi,English‎,8
1725,hopi,Nahuan languages‎,1
1725,hopi,Nahuatl‎,1
1725,hopi,Navajo‎,1
1725,hopi,Spanish‎,8
1725,hopi,Ute‎,1
1725,hopi,Zuni‎,2
1739,huave,Spanish‎,13
1743,huichol,Spanish‎,16
1750,hungarian,Alanic‎,6
1750,hungarian,Ancient Greek‎,16
1750,hungarian,Arabic‎,6
1750,hungarian,Austrian German‎,8
1750,hungarian,Bavarian‎,18
1750,hungarian,Biblical Hebrew‎,1
1750,hungarian,Bulgarian‎,7
1750,hungarian,Burmese‎,2
1750,hungarian,Byzantine Greek‎,1
1750,hungarian,Czech‎,4
1750,hungarian,Dutch‎,1
1750,hungarian,East Germanic languages‎,1
1750,hungarian,East Slavic languages‎,3
1750,hungarian,English‎,285
1750,hungarian,French‎,78
1750,hungarian,German‎,535
1750,hungarian,Greenlandic‎,1
1750,hungarian,Hebrew‎,6
1750,hungarian,Inuktitut‎,2
1750,hungarian,Iranian languages‎,4
1750,hungarian,Italian‎,67
1750,hungarian,Japanese‎,15
1750,hungarian,Kipchak‎,2
1750,hungarian,Korean‎,2
1750,hungarian,Late Latin‎,20
1750,hungarian,Latin‎,355
1750,hungarian,Mandarin‎,2
1750,hungarian,Medieval Latin‎,17
1750,hungarian,Middle High German‎,9
1750,hungarian,New Latin‎,28
1750,hungarian,Norwegian‎,1
1750,hungarian,Oghur languages‎,15
1750,hungarian,Old Church Slavonic‎,1
1750,hungarian,Old East Slavic‎,1
1750,hungarian,Old French‎,3
1750,hungarian,Old High German‎,2
1750,hungarian,Ossetian‎,1
1750,hungarian,Ottoman Turkish‎,46
1750,hungarian,Pecheneg‎,2
1750,hungarian,Polish‎,5
1750,hungarian,Proto-Iranian‎,1
1750,hungarian,Proto-Permic‎,2
1750,hungarian,Proto-Slavic‎,2
1750,hungarian,Proto-Turkic‎,2
1750,hungarian,Quechua‎,1
1750,hungarian,Romani‎,16
1750,hungarian,Romanian‎,10
1750,hungarian,Russian‎,37
1750,hungarian,Sanskrit‎,7
1750,hungarian,Serbo-Croatian‎,34
1750,hungarian,Sinhalese‎,1
1750,hungarian,Slavic languages‎,154
1750,hungarian,Slovak‎,29
1750,hungarian,Slovene‎,11
1750,hungarian,South Slavic languages‎,46
1750,hungarian,Spanish‎,14
1750,hungarian,substrate languages‎,1
1750,hungarian,Swedish‎,2
1750,hungarian,Turkic languages‎,96
1750,hungarian,Turkish‎,3
1750,hungarian,Ukrainian‎,6
1750,hungarian,Venetian‎,1
1750,hungarian,Viennese German‎,2
1750,hungarian,Vietnamese‎,1
1750,hungarian,West Slavic languages‎,15
1750,hungarian,Yiddish‎,17
1754,hunsrik,Brazilian Portuguese‎,1
1754,hunsrik,English‎,1
1754,hunsrik,German‎,4
1754,hunsrik,German Low German‎,1
1754,hunsrik,Portuguese‎,21
1754,hunsrik,Spanish‎,1
1755,hunzib,Russian‎,2
1769,ibaloi,Spanish‎,2
1770,iban,Malay‎,9
1770,iban,Mandarin‎,1
1771,ibanag,Ilocano‎,1
1771,ibanag,Spanish‎,7
1773,ibatan,Spanish‎,2
1779,icelandic,Ancient Greek‎,4
1779,icelandic,Danish‎,219
1779,icelandic,Dutch‎,3
1779,icelandic,English‎,54
1779,icelandic,Faroese‎,1
1779,icelandic,Finnish‎,1
1779,icelandic,French‎,20
1779,icelandic,German‎,19
1779,icelandic,Irish‎,1
1779,icelandic,Italian‎,12
1779,icelandic,Japanese‎,1
1779,icelandic,Latin‎,26
1779,icelandic,Low German‎,1
1779,icelandic,Malay‎,1
1779,icelandic,Middle High German‎,1
1779,icelandic,Middle Low German‎,21
1779,icelandic,New Latin‎,3
1779,icelandic,Norwegian‎,2
1779,icelandic,Old Danish‎,0
1779,icelandic,Old East Slavic‎,1
1779,icelandic,Old French‎,1
1779,icelandic,Old Tupi‎,1
1779,icelandic,Portuguese‎,1
1779,icelandic,Russian‎,2
1779,icelandic,Sanskrit‎,2
1779,icelandic,Spanish‎,1
1779,icelandic,Swedish‎,1
1779,icelandic,Vulgar Latin‎,1
1785,ido,Ancient Greek‎,8
1785,ido,English‎,1221
1785,ido,Esperanto‎,759
1785,ido,French‎,1335
1785,ido,German‎,744
1785,ido,Greek‎,1
1785,ido,Guaraní‎,1
1785,ido,Idiom Neutral‎,3
1785,ido,Interlingue‎,3
1785,ido,Italian‎,1201
1785,ido,Japanese‎,3
1785,ido,Late Latin‎,1
1785,ido,Latin‎,138
1785,ido,Mandarin‎,1
1785,ido,New Latin‎,2
1785,ido,Ottoman Turkish‎,1
1785,ido,Portuguese‎,23
1785,ido,Russian‎,476
1785,ido,Sanskrit‎,1
1785,ido,Spanish‎,1119
1790,igala,English‎,1
1790,igala,Nupe‎,1
1791,igbo,English‎,2
1791,igbo,Hausa‎,2
1791,igbo,Yoruba‎,4
1802,ikulu,Hausa‎,1
1808,ilocano,Basque‎,1
1808,ilocano,Catalan‎,1
1808,ilocano,Cebuano‎,1
1808,ilocano,Chinese‎,1
1808,ilocano,English‎,2
1808,ilocano,Hokkien‎,3
1808,ilocano,Ibanag‎,1
1808,ilocano,Ibatan‎,1
1808,ilocano,Malay‎,8
1808,ilocano,Sanskrit‎,1
1808,ilocano,Spanish‎,90
1808,ilocano,Tagalog‎,14
1812,inabaknon,Cebuano‎,1
1812,inabaknon,Spanish‎,1
1812,inabaknon,Waray-Waray‎,1
1813,inari sami,English‎,2
1813,inari sami,Finnish‎,32
1813,inari sami,Guugu Yimidhirr‎,1
1813,inari sami,Japanese‎,1
1813,inari sami,Proto-Finnic‎,1
1813,inari sami,Proto-Germanic‎,1
1813,inari sami,Proto-West Germanic‎,1
1813,inari sami,Swedish‎,1
1816,indonesian,Acehnese‎,5
1816,indonesian,Afrikaans‎,1
1816,indonesian,Alas-Kluet Batak‎,2
1816,indonesian,Alune‎,3
1816,indonesian,Ambonese Malay‎,2
1816,indonesian,Amoy‎,14
1816,indonesian,Ancient Greek‎,12
1816,indonesian,Arabic‎,91
1816,indonesian,Asilulu‎,1
1816,indonesian,Baba Malay‎,1
1816,indonesian,Balinese‎,37
1816,indonesian,Banjarese‎,5
1816,indonesian,Batak languages‎,21
1816,indonesian,Besemah‎,1
1816,indonesian,Betawi‎,50
1816,indonesian,Betawi Kota‎,2
1816,indonesian,Betawi Udik‎,2
1816,indonesian,Bima‎,4
1816,indonesian,Buginese‎,7
1816,indonesian,Bungku‎,5
1816,indonesian,Cantonese‎,12
1816,indonesian,Central Malay‎,1
1816,indonesian,Chinese‎,27
1816,indonesian,Czech‎,1
1816,indonesian,Dutch‎,2678
1816,indonesian,Ecclesiastical Latin‎,1
1816,indonesian,Embaloh‎,1
1816,indonesian,English‎,567
1816,indonesian,French‎,25
1816,indonesian,Gayo‎,4
1816,indonesian,German‎,4
1816,indonesian,Gorontalo‎,2
1816,indonesian,Hadrami‎,1
1816,indonesian,Hakka‎,67
1816,indonesian,Hebrew‎,2
1816,indonesian,Hindi‎,1
1816,indonesian,Hokkien‎,71
1816,indonesian,Indonesian Bajau‎,2
1816,indonesian,Italian‎,6
1816,indonesian,Jambi Malay‎,1
1816,indonesian,Japanese‎,131
1816,indonesian,Javanese‎,609
1816,indonesian,Karo Batak‎,5
1816,indonesian,Komering‎,1
1816,indonesian,Korean‎,10
1816,indonesian,Kubu‎,1
1816,indonesian,Kulisusu‎,2
1816,indonesian,Kur‎,6
1816,indonesian,Lampung Api‎,1
1816,indonesian,Land Dayak languages‎,1
1816,indonesian,Late Latin‎,5
1816,indonesian,Latin‎,147
1816,indonesian,Lawangan‎,2
1816,indonesian,Ledo Kaili‎,2
1816,indonesian,Luhu‎,1
1816,indonesian,Madurese‎,5
