,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label,label_bin,DNN_logits,mbert_cos,xlm_cos,ass_bert_mbert_cos,indic_bert_cos,muril_cos,mbertxlm,mbertass_bert,mbertindic_bert,mbertmuril,xlmmbert,xlmass_bert,xlmindic_bert,xlmmuril,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,indic_bertmbert,indic_bertxlm,indic_bertass_bert,indic_bertmuril,murilmbert,murilxlm,murilass_bert,murilindic_bert,mbert_src_assbert_trg
385,385,385,385,289,289,লাও,অবতার,laʊ,obt̪ar,Lao,Avatar,0.833333333333333,0.8,0.4625,0.533333333333333,5,0.504166666666667,4,Bengali,Bengali,random,0,-7.5741887,0.785664796829224,0.580964028835297,0.482236981391907,0.997702956199646,0.9998459815979,0.5835914,-0.03657265,0.9979322,0.9998124,0.785966,-0.037204668,0.9977151,0.9998458,0.8810463,0.7284485,0.99906564,0.99979526,0.9934774,0.977711,-0.037349936,0.999893,0.9989037,0.9985308,-0.037624024,0.999922,-0.023038717
386,386,386,386,334,334,সাঁচা,সত্য,xãsa,ʃɔt̪d͡zɔ,True,True,1,0.6,0.304166666666667,0.325,2.825,0.320833333333333,4,Bengali,Bengali,synonym,0,-10.284519,0.813933312892914,0.663522183895111,0.540880501270294,0.999278247356415,0.9988694190979,0.7203091,-0.030618928,0.99934936,0.9991095,0.8137101,-0.035716906,0.99927783,0.998872,0.9098586,0.7760393,0.9996873,0.9993123,0.9971198,0.99494654,-0.036555134,0.99995375,0.99838775,0.9982804,-0.037192777,0.9999098,0.1332879
391,391,391,391,238,238,ভকত,অন্ন,bʰɔkɔtɔ,on̪n̪ɔ,The devotee,Food,0.857142857142857,0.666666666666667,0.385416666666667,0.423611111111111,3.77083333333333,0.420138888888889,4,Bengali,Bengali,synonym,0,-7.3156247,0.873291909694672,0.678128242492676,0.517911076545715,0.994531750679016,0.998957216739654,0.7663081,-0.044801056,0.9972998,0.9992081,0.87457824,-0.0418749,0.9944973,0.99896973,0.94427675,0.8845478,0.998638,0.99953955,0.99186033,0.97836125,-0.036251433,0.9997223,0.9984071,0.99812824,-0.037119206,0.9999094,-0.0130156735
392,392,392,392,240,240,ভকত,ওদন,bʰɔkɔtɔ,od̪ɔn̪ɔ,The devotee,Odin,0.857142857142857,0.5,0.222222222222222,0.243055555555555,2.14583333333333,0.239583333333333,3,Bengali,Bengali,synonym,0,-7.7932863,0.875219523906708,0.760075509548187,0.46480467915535,0.993490874767303,0.997780859470367,0.8280945,-0.036444195,0.9949981,0.99860424,0.87579787,-0.0400282,0.99352455,0.9978078,0.9437959,0.9011554,0.9980611,0.99942464,0.9941245,0.9800026,-0.038983926,0.9997605,0.9982829,0.9980371,-0.037150417,0.9999086,-0.007992717
393,393,393,393,2,2,আঁহ,অংশু,ãɦɔ,oŋʃu,Fiber,Anshu,1,0.75,0.333333333333333,0.364583333333333,3.25,0.359375,4,Bengali,Bengali,loan,1,4.372118,0.869806706905365,0.825957357883453,0.479385733604431,0.996929228305817,0.998719871044159,0.8767508,-0.046184797,0.9978193,0.9991793,0.8701216,-0.049479544,0.9969036,0.9987245,0.93133444,0.8943374,0.9991546,0.9994303,0.9951916,0.98753107,-0.036325388,0.99991083,0.9984163,0.99813247,-0.0369621,0.999917,0.048303463
395,395,395,395,147,147,দিন,ময়ূর,din,me̯ur,Day,Peacock,1,0.75,0.333333333333333,0.385416666666667,3.71875,0.359375,5,Bengali,Bengali,random,0,-8.851446,0.859911024570465,0.627509295940399,0.41297709941864,0.99822723865509,0.998186111450195,0.6937385,-0.034790874,0.9989652,0.998642,0.86033314,-0.032850068,0.998235,0.9981924,0.90486544,0.748705,0.9993114,0.9987345,0.99622047,0.99523485,-0.036033966,0.999933,0.99842,0.9973673,-0.036801424,0.99994844,0.044597104
396,396,396,396,263,263,মুঠি,মিষ্টি,mutʰi,miʃʈi,Fist,Sweet,0.6,0.2,0.225,0.241666666666667,1.9,0.241666666666667,4,Bengali,Bengali,random,0,-6.5550275,0.918663620948792,0.513559520244598,0.511357843875885,0.99911367893219,0.9980508685112,0.65676415,-0.036854144,0.9994134,0.9986474,0.9191736,-0.035939265,0.99912065,0.9980542,0.9222101,0.7944212,0.9997886,0.9994744,0.9977147,0.996861,-0.036933184,0.9999458,0.99811673,0.9979797,-0.03764504,0.9998666,0.016078237
398,398,398,398,31,31,আক,চাঁদ,ak,t͡ɕãd̪ɔ,Let's go,The moon,1,1,0.520833333333333,0.572916666666667,4.34375,0.567708333333333,4,Bengali,Bengali,random,0,-11.107483,0.564104735851288,0.688783347606659,0.513231515884399,0.995585501194,0.998564779758453,0.7279095,-0.0317998,0.9956639,0.9988241,0.56509745,-0.03329819,0.99558353,0.9985674,0.70043635,0.8633574,0.99909997,0.99949914,0.9938199,0.98986614,-0.037410233,0.9997723,0.99848956,0.9983943,-0.03757274,0.9998849,0.011523278
399,399,399,399,300,300,সেকা,শিক্ষা,xɛka,ʃikkʰa,Seka,Education,0.666666666666667,0.4,0.225,0.25,1.925,0.245833333333333,4,Bengali,Bengali,loan,1,3.9895968,0.710609912872314,0.702793300151825,0.565023005008698,0.999254882335663,0.998767852783203,0.73212606,-0.042640314,0.9993708,0.99894196,0.71248806,-0.042428214,0.9992516,0.9987731,0.7451131,0.78381747,0.99943185,0.9991612,0.9962424,0.99560386,-0.03639973,0.9999298,0.9981942,0.9979843,-0.037203185,0.9998956,0.034436435
400,400,400,400,40,40,কবি,সাঁচা,kɔbi,ʃãt͡ɕa,Poet,True,1,0.75,0.1875,0.197916666666667,2.1875,0.1875,5,Bengali,Bengali,random,0,-0.11516976,0.711527287960053,0.758102178573608,0.428421020507813,0.998480439186096,0.997615277767181,0.81549215,-0.009696674,0.99874437,0.9987521,0.71173227,-0.008528163,0.9984919,0.9976254,0.8570786,0.85042536,0.999161,0.99864066,0.9975147,0.9958579,-0.03618688,0.99995655,0.9986788,0.9978707,-0.03674984,0.9999409,0.011925315
401,401,401,401,198,198,বঙালী,আঁই,bɔŋali,ãi,Bengali,I am,0.833333333333333,0.833333333333333,0.607638888888889,0.673611111111111,4.91666666666667,0.673611111111111,5,Bengali,Bengali,random,0,-11.488078,0.806516528129578,0.693524479866028,0.488700181245804,0.99824070930481,0.999300301074982,0.72698116,-0.03631289,0.9985661,0.9994102,0.80669975,-0.037860837,0.9982412,0.9993011,0.8304548,0.809609,0.99900156,0.9995252,0.99623597,0.99196184,-0.038093276,0.999948,0.99872315,0.99825484,-0.03714541,0.99993026,0.025749683
402,402,402,402,344,344,সাগৰ,রত্নাকর,xagɔɹɔ,rɔt̪n̪akɔrɔ,sea,Ratnakar,0.727272727272727,0.555555555555556,0.4375,0.5,3.95833333333333,0.488425925925926,6,Bengali,Bengali,synonym,0,-24.170677,0.895757377147675,0.672693431377411,0.481752127408981,0.998623073101044,0.998048722743988,0.709682,-0.028166648,0.99812716,0.9992492,0.89642704,-0.019932766,0.9987053,0.9980889,0.92437196,0.79214597,0.9992782,0.9987678,0.99577403,0.98786134,-0.037133172,0.99993825,0.99817663,0.9971443,-0.036632508,0.9999521,0.026899096
405,405,405,405,182,182,পিন্ধা,সন্ধ্যা,pindʰa,ʃɔn̪d̪ʱæ,wear,Evening,0.75,0.2,0.095833333333333,0.1,1.025,0.095833333333333,4,Bengali,Bengali,random,0,-6.9017067,0.905753016471863,0.723819494247437,0.496549636125565,0.998648166656494,0.99836254119873,0.8085267,-0.036878806,0.9990015,0.9989845,0.90572214,-0.03652949,0.9986479,0.9983655,0.9569169,0.87951756,0.9991751,0.99916273,0.9956362,0.9936225,-0.03716007,0.9998788,0.9983455,0.99809533,-0.03742605,0.9998838,0.065346226
406,406,406,406,144,144,দাউদাউ,শেখা,daudau,ʃekʰa,Daudau,Learning,0.833333333333333,0.5,0.378472222222222,0.416666666666667,3.27083333333333,0.413194444444444,5,Bengali,Bengali,random,0,-10.378633,0.860228002071381,0.702396154403687,0.407707452774048,0.999556303024292,0.996551752090454,0.79578817,-0.035850234,0.99951214,0.99799573,0.86010957,-0.031220293,0.99955344,0.996549,0.87991667,0.791307,0.99945456,0.99851525,0.9977174,0.99545854,-0.037033264,0.9999593,0.9977562,0.9971705,-0.037563756,0.9998356,-0.0076912325
407,407,407,407,215,215,বিছা,বিছা,bisa,bit͡ɕʰa,Scorpion,Scorpion,0.571428571428571,0.25,0.0625,0.0625,0.75,0.0625,0,Bengali,Bengali,loan,1,0.67758703,0.999999642372131,1,0.445485264062882,0.999695003032684,0.999459743499756,0.98853344,-0.026443694,0.9998175,0.9996409,0.999998,-0.028456295,0.9996972,0.99946195,0.98352,0.96206737,0.9996438,0.99974483,0.99889696,0.9977412,-0.038194682,0.999958,0.9983379,0.9980422,-0.036933232,0.99990875,0.10186036
409,409,409,409,200,200,বঙালী,কালি,bɔŋali,kali,Bengali,yesterday,0.5,0.5,0.319444444444444,0.354166666666667,2.79166666666667,0.354166666666667,3,Bengali,Bengali,random,0,-8.466273,0.862871766090393,0.685462713241577,0.45632803440094,0.998033046722412,0.999378740787506,0.730217,-0.032247867,0.9982405,0.99949294,0.86318505,-0.032549717,0.9980314,0.99938023,0.89439476,0.8021741,0.9986156,0.99950594,0.99580604,0.99283636,-0.037541337,0.99991184,0.9987687,0.9984028,-0.03752191,0.99990535,0.026460305
411,411,411,411,77,77,গলা,কণ্ঠ,gɔla,kɔnʈʰɔ,Throat,Voice,0.833333333333333,0.6,0.420833333333333,0.458333333333333,3.65,0.458333333333333,4,Bengali,Bengali,synonym,0,-13.326733,0.895214796066284,0.667044460773468,0.374019205570221,0.999284088611603,0.999737977981567,0.7012974,-0.028781727,0.9992708,0.99978095,0.89547527,-0.028232887,0.9992857,0.99973977,0.8887363,0.76788723,0.9991203,0.9993367,0.9975903,0.9919706,-0.03747566,0.9999524,0.99890274,0.9985267,-0.03760825,0.9999229,0.080991775
412,412,412,412,327,327,সঁচা,বাজ,xɔ̃sa,bad͡ʑ,true,Lightning,1,0.75,0.401041666666667,0.427083333333333,3.9375,0.427083333333333,4,Bengali,Bengali,random,0,-7.7695613,0.912344634532928,0.747918426990509,0.435183733701706,0.999137580394745,0.998401880264282,0.8081331,-0.035757784,0.99917805,0.99876446,0.91249526,-0.036454044,0.999143,0.9984064,0.9283877,0.8373983,0.9993987,0.9989567,0.997838,0.9965421,-0.03785029,0.9999406,0.99840665,0.99832195,-0.037584327,0.9998865,0.08349135
413,413,413,413,48,48,কহা,কহা,kɔɦa,kɔɦa,Say,Say,0,0,0,0,0,0,0,Bengali,Bengali,loan,1,2.3328772,1,1,0.373792350292206,0.999749660491943,0.999520778656006,0.9772306,-0.041267905,0.9995204,0.99969995,0.9999975,-0.04168322,0.99974847,0.9995215,0.99005675,0.96559644,0.99990183,0.9997281,0.9973469,0.9940804,-0.037637733,0.9999511,0.99852407,0.9983177,-0.037302874,0.99991167,0.023161631
414,414,414,414,293,293,লাউ,কদু,lau,kɔd̪u,Lau,Pumpkin,0.8,0.5,0.359375,0.385416666666667,3.71875,0.380208333333333,3,Bengali,Bengali,synonym,0,-12.210322,0.776894807815552,0.703393042087555,0.430526047945023,0.99732381105423,0.99855363368988,0.7728967,-0.048861086,0.99738735,0.999336,0.7767869,-0.045265865,0.9973409,0.9985606,0.8610164,0.83080155,0.9985262,0.9994679,0.9968841,0.9919907,-0.03930134,0.9999282,0.99871004,0.9980768,-0.03736586,0.9999427,0.0553059
418,418,418,418,321,321,সাঁচ,সাঁচা,xãsɔ,ʃãt͡ɕa,Templates,True,0.833333333333333,0.666666666666667,0.130208333333333,0.135416666666667,1.53125,0.130208333333333,1,Bengali,Bengali,loan,1,2.5107732,0.931740522384644,0.864253401756287,0.428415894508362,0.998745858669281,0.998287558555603,0.92075855,-0.0053116065,0.9990756,0.9992965,0.9319131,-0.003952653,0.99875605,0.9982952,0.9807454,0.9732539,0.99959683,0.9993565,0.99713194,0.99609977,-0.03616502,0.9999464,0.99846995,0.998109,-0.036716584,0.99991995,0.043748323
419,419,419,419,34,34,অগ্নি,বহ্নি,ɔgni,bɔɦn̪i,Fire,Bohni,0.5,0.4,0.366666666666667,0.408333333333333,2.95,0.408333333333333,2,Bengali,Bengali,synonym,0,-10.333804,0.967412650585175,0.728403687477112,0.476677358150482,0.998718917369842,0.998140394687653,0.8659222,-0.03158761,0.99887824,0.99902034,0.96748,-0.037353896,0.9987253,0.99815077,0.97072184,0.87586224,0.9994969,0.9994508,0.9976409,0.99380136,-0.036345214,0.99995506,0.9984729,0.99747115,-0.036805656,0.9999467,0.027604822
420,420,420,420,114,114,জেঠ,জেঠ,zɛtʰ,d͡ʑeʈʰɔ,Jeth,Jeth,0.857142857142857,0.5,0.296875,0.322916666666667,2.6875,0.322916666666667,0,Bengali,Bengali,loan,1,4.7543387,1,1,0.48464760184288,0.998935699462891,0.999284088611603,0.9636884,-0.033598706,0.9995435,0.999444,0.9999831,-0.031425208,0.9989337,0.9992843,0.9882488,0.966948,0.9994352,0.999665,0.99743617,0.99512947,-0.03618947,0.9999598,0.9984501,0.9981449,-0.03706885,0.99990946,0.005646774
422,422,422,422,298,298,শিকোৱা,শিক্ষা,xikʊwa,ʃikkʰa,teaching,Education,0.5,0.5,0.222222222222222,0.243055555555555,2.5625,0.239583333333333,2,Bengali,Bengali,loan,1,-6.1701155,0.62889564037323,0.862976551055908,0.565021932125092,0.999313712120056,0.996910214424133,0.8681203,-0.037689034,0.9993592,0.9971967,0.63072723,-0.038137414,0.99931055,0.9969084,0.70149153,0.8819926,0.9992349,0.99812865,0.9968322,0.9960863,-0.03642824,0.9999389,0.9973767,0.9964202,-0.036981843,0.9998577,0.018934254
423,423,423,423,203,203,বা,বিজ্ঞান,ba,bid͡ʑnan̪,Or,Science,0.777777777777778,0.666666666666667,0.607638888888889,0.666666666666667,4.83333333333333,0.666666666666667,5,Bengali,Bengali,random,0,-8.132234,0.762554466724396,0.53522926568985,0.436024010181427,0.994986951351166,0.999407649040222,0.5698688,-0.019243585,0.9960221,0.99959457,0.76499695,-0.015696846,0.99502516,0.9994099,0.83297265,0.66573375,0.998788,0.999649,0.9949787,0.985805,-0.037677865,0.9997617,0.99860924,0.9982717,-0.03720381,0.99991107,0.057593085
425,425,425,425,65,65,কল,কেলা,kɔlɔ,kela,Call,The banana,0.5,0,0.072916666666667,0.072916666666667,0.75,0.072916666666667,2,Bengali,Bengali,loan,1,2.8547847,0.893410384654999,0.691772043704987,0.539480865001678,0.998405516147614,0.998967826366425,0.78373754,-0.047968414,0.99938893,0.9993719,0.8937737,-0.047805704,0.9984163,0.9989733,0.9517454,0.88831353,0.9994881,0.9995461,0.99624974,0.9887495,-0.036948126,0.99991286,0.99870163,0.9979076,-0.037279475,0.9999449,0.06402631
426,426,426,426,125,125,ঠেং,টেহা,tʰɛŋ,ʈeɦa,The tail,Teha,1,0.5,0.296875,0.322916666666667,2.6875,0.322916666666667,3,Bengali,Bengali,loan,1,-1.3832353,0.899897992610931,0.772147357463837,0.472864687442779,0.99958747625351,0.997928738594055,0.80504483,-0.015107085,0.9997078,0.9986608,0.90009224,-0.015545253,0.99958545,0.9979266,0.92905307,0.8412149,0.99970067,0.9993274,0.9974525,0.9957865,-0.03624166,0.9999591,0.99825406,0.9971761,-0.03668149,0.9999531,0.042932272
427,427,427,427,258,258,মাতা,মাত করা,mata,mat̪ɔ kɔra,Mother,Enchant,0.6,0.5,0.4453125,0.505208333333333,3.65625,0.505208333333333,3,Bengali,Bengali,synonym,0,-12.770172,0.896045029163361,0.671080470085144,0.419011682271957,0.998653590679169,0.99817031621933,0.755011,-0.03944073,0.99874413,0.9990971,0.89683235,-0.038141217,0.9986745,0.99818873,0.9565837,0.9117723,0.999364,0.9995918,0.99736017,0.99303687,-0.037175953,0.9999257,0.9985611,0.9976703,-0.037112985,0.9999496,0.005845458
428,428,428,428,309,309,সকলো,হক্কল,xɔkɔlʊ,ɦɔkkɔlɔ,everything,Haqkal,0.428571428571429,0.285714285714286,0.157738095238095,0.172619047619048,1.57142857142857,0.172619047619048,4,Bengali,Bengali,loan,1,7.9439373,0.839503645896912,0.677708446979523,0.534846007823944,0.997503101825714,0.998354911804199,0.7137153,-0.048169263,0.9987656,0.9985707,0.84128386,-0.050254393,0.9975152,0.99839073,0.88981736,0.73436916,0.998633,0.9993548,0.9964715,0.9868058,-0.037347164,0.9999522,0.9982657,0.9975047,-0.03657694,0.99994624,0.0018862737
429,429,429,429,222,222,বুদ্ধি,শূন্য,buddʰi,ʃun̪d͡zɔ,Wisdom,Zero,0.75,0.6,0.120833333333333,0.125,1.625,0.120833333333333,5,Bengali,Bengali,random,0,-9.539877,0.92907840013504,0.831127464771271,0.470130175352097,0.999924063682556,0.999379217624664,0.8849375,-0.027556585,0.9998193,0.99929273,0.929452,-0.028616153,0.9999242,0.9993818,0.9480926,0.90760666,0.9997263,0.9993399,0.99729264,0.9963095,-0.036979605,0.9999581,0.9988816,0.9983236,-0.03742088,0.9999361,-0.008473886
430,430,430,430,159,159,ধোঁৱা,ধোঁয়া,dʰʊ̃wa,d̪ʱõe̯a,smoke,Smoke,0.714285714285714,0.25,0.09375,0.104166666666667,0.90625,0.09375,2,Bengali,Bengali,loan,1,0.12549978,0.92821216583252,0.817729413509369,0.503984868526459,0.998801946640015,0.995930194854736,0.8305656,-0.022669403,0.9991578,0.99669695,0.92852086,-0.024816452,0.9988105,0.9959301,0.95237243,0.8614844,0.9996069,0.99771345,0.99590534,0.99360585,-0.03703606,0.9998991,0.9969607,0.9962372,-0.036909055,0.99984825,0.0955035
431,431,431,431,312,312,সন্ধিয়া,সাঁঝ,xɔndʰija,ʃãd͡ʑʱɔ,evening,Evening,0.875,0.714285714285714,0.485119047619047,0.529761904761905,4.19642857142857,0.523809523809524,7,Bengali,Bengali,loan,1,6.4350653,0.882311105728149,0.691776812076569,0.474010616540909,0.999169111251831,0.997950315475464,0.7291324,-0.03526352,0.99918664,0.9987176,0.88208854,-0.03529873,0.9991728,0.99795926,0.8742906,0.7495494,0.9995372,0.99888784,0.9982881,0.99596906,-0.037681542,0.99994767,0.9986341,0.9977516,-0.036727596,0.99994314,0.06466682
433,433,433,433,226,226,বৈনী,বোন,bɔɪni,bon̪,Baini,Sister,0.6,0.4,0.375,0.416666666666667,3,0.416666666666667,2,Bengali,Bengali,loan,1,5.439693,0.848356902599335,0.69401741027832,0.447112530469894,0.997837662696838,0.998353362083435,0.73570615,-0.03614145,0.9981309,0.99850506,0.8488232,-0.036819957,0.99783957,0.9983505,0.89384294,0.8849244,0.9993671,0.9995385,0.9958171,0.9853387,-0.037889954,0.99991095,0.9980993,0.9977999,-0.037582345,0.99986404,0.07455699
434,434,434,434,103,103,চাকা,চাকা,saka,t͡ɕaka,The wheel,The wheel,0.5,0.25,0.052083333333333,0.052083333333333,0.6875,0.052083333333333,0,Bengali,Bengali,loan,1,-0.77211595,0.999999761581421,1,0.523347973823547,0.999454021453857,0.999916136264801,0.9970513,-0.044961505,0.99960566,0.99991953,0.9999994,-0.044313643,0.999455,0.9999163,0.9653126,0.9554138,0.99941784,0.999141,0.998459,0.99604106,-0.036605068,0.99995637,0.99889946,0.9985374,-0.037729807,0.9999192,0.09049422
435,435,435,435,94,94,চান,বান,san,ban̪,Want,The flood,0.5,0.333333333333333,0.076388888888889,0.083333333333333,0.875,0.076388888888889,1,Bengali,Bengali,random,0,-6.658532,0.870770394802094,0.664049923419952,0.415282815694809,0.998940885066986,0.999448001384735,0.7271801,-0.04240518,0.99871504,0.99970484,0.87120306,-0.03898777,0.99895513,0.9994503,0.92495644,0.8443117,0.9992343,0.99979115,0.9972799,0.9936811,-0.03743945,0.999946,0.9988401,0.9983922,-0.037551478,0.9999291,0.12840188
438,438,438,438,239,239,ভাল,ভাল,bʰal,bʱalɔ,Good,Good,0.4,0.25,0.234375,0.260416666666667,1.875,0.260416666666667,0,Bengali,Bengali,loan,1,2.8098516,0.999999821186066,1,0.457652807235718,0.999939262866974,0.999928116798401,0.92432946,-0.03436905,0.9997553,0.9997364,0.9999832,-0.034530364,0.9999399,0.9999277,0.97724843,0.9275366,0.999223,0.9995666,0.9981174,0.9964152,-0.03685924,0.9999615,0.9988676,0.9984239,-0.03746105,0.99992204,-0.024630412
439,439,439,439,5,5,আগুনি,কিন্তু,aguni,kin̪t̪u,Fire,But,1,0.4,0.316666666666667,0.341666666666667,3.925,0.333333333333333,6,Bengali,Bengali,random,0,-11.015781,0.662549078464508,0.733939349651337,0.448881089687347,0.995804905891418,0.998525619506836,0.74589926,-0.04584725,0.9959729,0.9985774,0.66729677,-0.04683899,0.9957757,0.99852544,0.82517874,0.81842506,0.9971254,0.9989735,0.9915773,0.9662068,-0.037038952,0.9997769,0.99806076,0.997742,-0.03713946,0.9998874,0.040078513
441,441,441,441,24,24,আম,বিলাই,am,bilai,Mango,distribute,0.8,0.8,0.6,0.666666666666667,5.175,0.658333333333333,5,Bengali,Bengali,random,0,-8.460433,0.849127411842346,0.770861744880676,0.518442869186401,0.99872887134552,0.998086929321289,0.7788595,-0.044949267,0.999274,0.9987502,0.8492744,-0.045723937,0.99873185,0.99809664,0.8708621,0.79329395,0.9996578,0.99907845,0.9971454,0.991573,-0.036563378,0.9999325,0.9984611,0.99765956,-0.0369664,0.9999449,0.002016765
443,443,443,443,204,204,বঙহ,পানি,bɔŋɔɦɔ,pan̪i,বংহ,Water,1,0.333333333333333,0.392361111111111,0.430555555555555,3.39583333333333,0.427083333333333,4,Bengali,Bengali,random,0,-5.6231604,0.70571494102478,0.45427942276001,0.529075503349304,0.995271801948547,0.994950473308563,0.5885861,-0.039549753,0.9948673,0.99530846,0.7062012,-0.03712597,0.99528515,0.9949638,0.7631201,0.7011771,0.99729824,0.9960851,0.9930318,0.9819773,-0.037655983,0.9997099,0.99735445,0.996022,-0.037129134,0.9998154,0.032011453
444,444,444,444,321,321,শ্রী,মঙ্গল্য,xɹi,mɔŋɡɔld͡zɔ,Mr.,Good luck,1,0.625,0.619791666666667,0.682291666666667,5.34375,0.6796875,6,Bengali,Bengali,synonym,0,-19.89579,0.898973643779754,0.769962251186371,0.415594875812531,0.998071253299713,0.998936474323273,0.84402204,-0.029253758,0.9991823,0.9993544,0.899211,-0.02828905,0.9980974,0.9989373,0.89984363,0.82936007,0.9995366,0.99937797,0.99519247,0.9909066,-0.034390517,0.99991363,0.998656,0.9979394,-0.03697743,0.9999378,0.06944264
445,445,445,445,237,237,ভাই,বেরাদর,bʰai,berad̪ɔrɔ,Brother,Beradar,0.777777777777778,0.625,0.567708333333333,0.645833333333333,4.75,0.645833333333333,5,Bengali,Bengali,synonym,0,-14.697756,0.805669128894806,0.631239175796509,0.44765704870224,0.994894981384277,0.998084664344788,0.75395525,-0.031560406,0.998839,0.99865496,0.8062726,-0.032539494,0.9949899,0.9980932,0.87335134,0.82387006,0.9990897,0.99850106,0.99288803,0.98272324,-0.035869222,0.9997449,0.9983835,0.9972104,-0.0366361,0.9999484,-0.03586442
